protein1 protein2 combined_score
9606.ENSP00000003084 9606.ENSP00000391211 905
9606.ENSP00000003084 9606.ENSP00000263341 493
9606.ENSP00000003084 9606.ENSP00000223366 221
9606.ENSP00000003084 9606.ENSP00000368683 917
9606.ENSP00000003084 9606.ENSP00000437955 241
9606.ENSP00000003084 9606.ENSP00000155840 642
9606.ENSP00000003084 9606.ENSP00000251127 194
9606.ENSP00000003084 9606.ENSP00000385675 457
9606.ENSP00000003084 9606.ENSP00000261584 194
9606.ENSP00000003084 9606.ENSP00000363092 465
9606.ENSP00000003084 9606.ENSP00000263780 909
9606.ENSP00000003084 9606.ENSP00000225275 329
9606.ENSP00000003084 9606.ENSP00000377549 167
9606.ENSP00000003084 9606.ENSP00000162749 181
9606.ENSP00000003084 9606.ENSP00000260129 194
9606.ENSP00000003084 9606.ENSP00000381057 502
9606.ENSP00000003084 9606.ENSP00000410811 161
9606.ENSP00000003084 9606.ENSP00000277541 256
9606.ENSP00000003084 9606.ENSP00000243253 740
9606.ENSP00000003084 9606.ENSP00000263817 289
9606.ENSP00000003084 9606.ENSP00000357051 308
9606.ENSP00000003084 9606.ENSP00000280551 253
9606.ENSP00000003084 9606.ENSP00000363041 414
9606.ENSP00000003084 9606.ENSP00000362330 319
9606.ENSP00000003084 9606.ENSP00000349467 387
9606.ENSP00000003084 9606.ENSP00000256637 218
9606.ENSP00000003084 9606.ENSP00000352358 307
9606.ENSP00000003084 9606.ENSP00000471457 224
9606.ENSP00000003084 9606.ENSP00000382177 180
9606.ENSP00000003084 9606.ENSP00000468057 207
9606.ENSP00000003084 9606.ENSP00000373620 359
9606.ENSP00000003084 9606.ENSP00000309338 286
9606.ENSP00000003084 9606.ENSP00000296511 292
9606.ENSP00000003084 9606.ENSP00000347689 187
9606.ENSP00000003084 9606.ENSP00000373884 521
9606.ENSP00000003084 9606.ENSP00000251047 206
9606.ENSP00000003084 9606.ENSP00000273130 600
9606.ENSP00000003084 9606.ENSP00000342026 197
9606.ENSP00000003084 9606.ENSP00000323856 151
9606.ENSP00000003084 9606.ENSP00000265565 236
9606.ENSP00000003084 9606.ENSP00000364805 503
9606.ENSP00000003084 9606.ENSP00000440005 254
9606.ENSP00000003084 9606.ENSP00000414359 903
9606.ENSP00000003084 9606.ENSP00000262193 911
9606.ENSP00000003084 9606.ENSP00000345708 511
9606.ENSP00000003084 9606.ENSP00000309591 888
9606.ENSP00000003084 9606.ENSP00000474412 181
9606.ENSP00000003084 9606.ENSP00000381293 249
9606.ENSP00000003084 9606.ENSP00000229135 319
9606.ENSP00000003084 9606.ENSP00000331358 241
9606.ENSP00000003084 9606.ENSP00000385905 240
9606.ENSP00000003084 9606.ENSP00000313603 193
9606.ENSP00000003084 9606.ENSP00000392028 194
9606.ENSP00000003084 9606.ENSP00000363089 529
9606.ENSP00000003084 9606.ENSP00000262160 162
9606.ENSP00000003084 9606.ENSP00000265969 167
9606.ENSP00000003084 9606.ENSP00000351015 264
9606.ENSP00000003084 9606.ENSP00000327251 302
9606.ENSP00000003084 9606.ENSP00000275428 155
9606.ENSP00000003084 9606.ENSP00000037243 155
9606.ENSP00000003084 9606.ENSP00000236850 169
9606.ENSP00000003084 9606.ENSP00000263980 531
9606.ENSP00000003084 9606.ENSP00000413697 286
9606.ENSP00000003084 9606.ENSP00000372295 341
9606.ENSP00000003084 9606.ENSP00000302564 165
9606.ENSP00000003084 9606.ENSP00000265593 786
9606.ENSP00000003084 9606.ENSP00000355580 217
9606.ENSP00000003084 9606.ENSP00000363134 281
9606.ENSP00000003084 9606.ENSP00000356825 542
9606.ENSP00000003084 9606.ENSP00000259512 939
9606.ENSP00000003084 9606.ENSP00000298316 193
9606.ENSP00000003084 9606.ENSP00000298910 202
9606.ENSP00000003084 9606.ENSP00000317272 329
9606.ENSP00000003084 9606.ENSP00000420608 224
9606.ENSP00000003084 9606.ENSP00000260010 305
9606.ENSP00000003084 9606.ENSP00000263816 557
9606.ENSP00000003084 9606.ENSP00000261776 322
9606.ENSP00000003084 9606.ENSP00000483375 150
9606.ENSP00000003084 9606.ENSP00000445306 354
9606.ENSP00000003084 9606.ENSP00000249356 207
9606.ENSP00000003084 9606.ENSP00000222823 184
9606.ENSP00000003084 9606.ENSP00000282020 306
9606.ENSP00000003084 9606.ENSP00000354607 321
9606.ENSP00000003084 9606.ENSP00000216951 209
9606.ENSP00000003084 9606.ENSP00000300289 295
9606.ENSP00000003084 9606.ENSP00000364935 759
9606.ENSP00000003084 9606.ENSP00000308122 192
9606.ENSP00000003084 9606.ENSP00000284601 150
9606.ENSP00000003084 9606.ENSP00000411528 161
9606.ENSP00000003084 9606.ENSP00000353292 871
9606.ENSP00000003084 9606.ENSP00000216802 912
9606.ENSP00000003084 9606.ENSP00000379287 820
9606.ENSP00000003084 9606.ENSP00000306245 195
9606.ENSP00000003084 9606.ENSP00000370421 165
9606.ENSP00000003084 9606.ENSP00000386200 386
9606.ENSP00000003084 9606.ENSP00000324173 591
9606.ENSP00000003084 9606.ENSP00000254661 395
9606.ENSP00000003084 9606.ENSP00000446252 163
9606.ENSP00000003084 9606.ENSP00000374265 156
9606.ENSP00000003084 9606.ENSP00000368880 494
9606.ENSP00000003084 9606.ENSP00000256104 177
9606.ENSP00000003084 9606.ENSP00000352035 197
9606.ENSP00000003084 9606.ENSP00000272298 150
9606.ENSP00000003084 9606.ENSP00000287641 289
9606.ENSP00000003084 9606.ENSP00000282096 734
9606.ENSP00000003084 9606.ENSP00000264414 151
9606.ENSP00000003084 9606.ENSP00000280346 323
9606.ENSP00000003084 9606.ENSP00000262133 311
9606.ENSP00000003084 9606.ENSP00000264108 192
9606.ENSP00000003084 9606.ENSP00000297954 323
9606.ENSP00000003084 9606.ENSP00000396308 228
9606.ENSP00000003084 9606.ENSP00000365730 219
9606.ENSP00000003084 9606.ENSP00000225737 347
9606.ENSP00000003084 9606.ENSP00000353770 351
9606.ENSP00000003084 9606.ENSP00000264639 961
9606.ENSP00000003084 9606.ENSP00000362649 175
9606.ENSP00000003084 9606.ENSP00000265310 339
9606.ENSP00000003084 9606.ENSP00000405573 154
9606.ENSP00000003084 9606.ENSP00000308725 540
9606.ENSP00000003084 9606.ENSP00000308208 167
9606.ENSP00000003084 9606.ENSP00000378868 194
9606.ENSP00000003084 9606.ENSP00000318165 702
9606.ENSP00000003084 9606.ENSP00000364801 730
9606.ENSP00000003084 9606.ENSP00000439012 208
9606.ENSP00000003084 9606.ENSP00000263314 171
9606.ENSP00000003084 9606.ENSP00000370842 211
9606.ENSP00000003084 9606.ENSP00000379110 273
9606.ENSP00000003084 9606.ENSP00000363993 903
9606.ENSP00000003084 9606.ENSP00000294312 195
9606.ENSP00000003084 9606.ENSP00000339063 191
9606.ENSP00000003084 9606.ENSP00000302234 905
9606.ENSP00000003084 9606.ENSP00000233954 166
9606.ENSP00000003084 9606.ENSP00000285039 605
9606.ENSP00000003084 9606.ENSP00000379138 259
9606.ENSP00000003084 9606.ENSP00000271308 904
9606.ENSP00000003084 9606.ENSP00000363512 193
9606.ENSP00000003084 9606.ENSP00000005226 690
9606.ENSP00000003084 9606.ENSP00000248444 198
9606.ENSP00000003084 9606.ENSP00000291568 157
9606.ENSP00000003084 9606.ENSP00000296027 202
9606.ENSP00000003084 9606.ENSP00000157812 915
9606.ENSP00000003084 9606.ENSP00000388107 561
9606.ENSP00000003084 9606.ENSP00000229795 231
9606.ENSP00000003084 9606.ENSP00000266085 158
9606.ENSP00000003084 9606.ENSP00000327054 161
9606.ENSP00000003084 9606.ENSP00000321239 169
9606.ENSP00000003084 9606.ENSP00000432660 181
9606.ENSP00000003084 9606.ENSP00000417404 279
9606.ENSP00000003084 9606.ENSP00000216797 253
9606.ENSP00000003084 9606.ENSP00000312652 181
9606.ENSP00000003084 9606.ENSP00000364907 204
9606.ENSP00000003084 9606.ENSP00000264399 587
9606.ENSP00000003084 9606.ENSP00000294053 169
9606.ENSP00000003084 9606.ENSP00000331327 180
9606.ENSP00000003084 9606.ENSP00000238789 214
9606.ENSP00000003084 9606.ENSP00000325296 172
9606.ENSP00000003084 9606.ENSP00000363500 620
9606.ENSP00000003084 9606.ENSP00000360290 878
9606.ENSP00000003084 9606.ENSP00000381823 286
9606.ENSP00000003084 9606.ENSP00000357869 168
9606.ENSP00000003084 9606.ENSP00000347742 726
9606.ENSP00000003084 9606.ENSP00000447053 164
9606.ENSP00000003084 9606.ENSP00000361021 592
9606.ENSP00000003084 9606.ENSP00000478570 261
9606.ENSP00000003084 9606.ENSP00000427279 241
9606.ENSP00000003084 9606.ENSP00000225964 175
9606.ENSP00000003084 9606.ENSP00000312649 314
9606.ENSP00000003084 9606.ENSP00000468500 905
9606.ENSP00000003084 9606.ENSP00000433511 168
9606.ENSP00000003084 9606.ENSP00000264649 163
9606.ENSP00000003084 9606.ENSP00000296577 222
9606.ENSP00000003084 9606.ENSP00000259457 902
9606.ENSP00000003084 9606.ENSP00000458162 199
9606.ENSP00000003084 9606.ENSP00000321106 450
9606.ENSP00000003084 9606.ENSP00000281537 953
9606.ENSP00000003084 9606.ENSP00000300900 453
9606.ENSP00000003084 9606.ENSP00000377192 211
9606.ENSP00000003084 9606.ENSP00000347942 171
9606.ENSP00000003084 9606.ENSP00000278616 245
9606.ENSP00000003084 9606.ENSP00000358784 327
9606.ENSP00000003084 9606.ENSP00000450731 450
9606.ENSP00000003084 9606.ENSP00000356042 997
9606.ENSP00000003084 9606.ENSP00000260643 150
9606.ENSP00000003084 9606.ENSP00000236671 170
9606.ENSP00000003084 9606.ENSP00000258796 626
9606.ENSP00000003084 9606.ENSP00000477310 608
9606.ENSP00000003084 9606.ENSP00000483825 151
9606.ENSP00000003084 9606.ENSP00000263270 609
9606.ENSP00000003084 9606.ENSP00000386541 906
9606.ENSP00000003084 9606.ENSP00000420194 524
9606.ENSP00000003084 9606.ENSP00000348278 504
9606.ENSP00000003084 9606.ENSP00000338887 230
9606.ENSP00000003084 9606.ENSP00000356545 171
9606.ENSP00000003084 9606.ENSP00000317468 901
9606.ENSP00000003084 9606.ENSP00000368699 152
9606.ENSP00000003084 9606.ENSP00000302476 471
9606.ENSP00000003084 9606.ENSP00000248553 735
9606.ENSP00000003084 9606.ENSP00000383719 156
9606.ENSP00000003084 9606.ENSP00000289547 262
9606.ENSP00000003084 9606.ENSP00000254108 216
9606.ENSP00000003084 9606.ENSP00000216037 297
9606.ENSP00000003084 9606.ENSP00000401371 224
9606.ENSP00000003084 9606.ENSP00000360608 175
9606.ENSP00000003084 9606.ENSP00000377197 163
9606.ENSP00000003084 9606.ENSP00000284523 383
9606.ENSP00000003084 9606.ENSP00000358072 193
9606.ENSP00000003084 9606.ENSP00000345347 164
9606.ENSP00000003084 9606.ENSP00000428924 212
9606.ENSP00000003084 9606.ENSP00000379210 461
9606.ENSP00000003084 9606.ENSP00000328405 157
9606.ENSP00000003084 9606.ENSP00000318585 194
9606.ENSP00000003084 9606.ENSP00000078429 159
9606.ENSP00000003084 9606.ENSP00000310572 903
9606.ENSP00000003084 9606.ENSP00000351805 463
9606.ENSP00000003084 9606.ENSP00000345672 258
9606.ENSP00000003084 9606.ENSP00000227163 157
9606.ENSP00000003084 9606.ENSP00000381231 197
9606.ENSP00000003084 9606.ENSP00000311291 161
9606.ENSP00000003084 9606.ENSP00000359871 369
9606.ENSP00000003084 9606.ENSP00000361170 162
9606.ENSP00000003084 9606.ENSP00000260227 338
9606.ENSP00000003084 9606.ENSP00000357079 221
9606.ENSP00000003084 9606.ENSP00000337060 315
9606.ENSP00000003084 9606.ENSP00000469240 902
9606.ENSP00000003084 9606.ENSP00000354972 155
9606.ENSP00000003084 9606.ENSP00000405812 576
9606.ENSP00000003084 9606.ENSP00000321427 217
9606.ENSP00000003084 9606.ENSP00000438262 239
9606.ENSP00000003084 9606.ENSP00000398632 224
9606.ENSP00000003084 9606.ENSP00000359417 204
9606.ENSP00000003084 9606.ENSP00000332756 181
9606.ENSP00000003084 9606.ENSP00000441235 368
9606.ENSP00000003084 9606.ENSP00000383364 177
9606.ENSP00000003084 9606.ENSP00000253794 161
9606.ENSP00000003084 9606.ENSP00000435926 186
9606.ENSP00000003084 9606.ENSP00000361626 301
9606.ENSP00000003084 9606.ENSP00000360217 166
9606.ENSP00000003084 9606.ENSP00000376855 171
9606.ENSP00000003084 9606.ENSP00000378199 273
9606.ENSP00000003084 9606.ENSP00000302665 281
9606.ENSP00000003084 9606.ENSP00000324804 676
9606.ENSP00000003084 9606.ENSP00000215832 183
9606.ENSP00000003084 9606.ENSP00000303532 165
9606.ENSP00000003084 9606.ENSP00000383199 656
9606.ENSP00000003084 9606.ENSP00000378426 260
9606.ENSP00000003084 9606.ENSP00000358059 176
9606.ENSP00000003084 9606.ENSP00000392330 541
9606.ENSP00000003084 9606.ENSP00000264498 181
9606.ENSP00000003084 9606.ENSP00000368646 155
9606.ENSP00000003084 9606.ENSP00000355637 215
9606.ENSP00000003084 9606.ENSP00000205557 233
9606.ENSP00000003084 9606.ENSP00000307863 191
9606.ENSP00000003084 9606.ENSP00000261405 199
9606.ENSP00000003084 9606.ENSP00000301522 198
9606.ENSP00000003084 9606.ENSP00000483781 418
9606.ENSP00000003084 9606.ENSP00000433488 173
9606.ENSP00000003084 9606.ENSP00000372155 902
9606.ENSP00000003084 9606.ENSP00000346148 960
9606.ENSP00000003084 9606.ENSP00000384708 158
9606.ENSP00000003084 9606.ENSP00000322716 237
9606.ENSP00000003084 9606.ENSP00000297494 245
9606.ENSP00000003084 9606.ENSP00000267202 900
9606.ENSP00000003084 9606.ENSP00000364448 184
9606.ENSP00000003084 9606.ENSP00000346032 529
9606.ENSP00000003084 9606.ENSP00000348056 565
9606.ENSP00000003084 9606.ENSP00000365777 203
9606.ENSP00000003084 9606.ENSP00000287936 179
9606.ENSP00000003084 9606.ENSP00000228468 214
9606.ENSP00000003084 9606.ENSP00000373518 170
9606.ENSP00000003084 9606.ENSP00000264834 161
9606.ENSP00000003084 9606.ENSP00000371267 177
9606.ENSP00000003084 9606.ENSP00000217402 902
9606.ENSP00000003084 9606.ENSP00000361206 223
9606.ENSP00000003084 9606.ENSP00000342082 218
9606.ENSP00000003084 9606.ENSP00000313420 162
9606.ENSP00000003084 9606.ENSP00000304697 606
9606.ENSP00000003084 9606.ENSP00000380638 206
9606.ENSP00000003084 9606.ENSP00000296695 811
9606.ENSP00000003084 9606.ENSP00000260645 307
9606.ENSP00000003084 9606.ENSP00000357801 693
9606.ENSP00000003084 9606.ENSP00000363641 368
9606.ENSP00000003084 9606.ENSP00000425133 163
9606.ENSP00000003084 9606.ENSP00000313140 332
9606.ENSP00000003084 9606.ENSP00000370119 491
9606.ENSP00000003084 9606.ENSP00000217426 152
9606.ENSP00000003084 9606.ENSP00000332771 673
9606.ENSP00000003084 9606.ENSP00000426909 481
9606.ENSP00000003084 9606.ENSP00000340329 346
9606.ENSP00000003084 9606.ENSP00000454071 308
9606.ENSP00000003084 9606.ENSP00000345575 436
9606.ENSP00000003084 9606.ENSP00000226382 191
9606.ENSP00000003084 9606.ENSP00000359910 917
9606.ENSP00000003084 9606.ENSP00000314508 243
9606.ENSP00000003084 9606.ENSP00000440045 521
9606.ENSP00000003084 9606.ENSP00000377456 366
9606.ENSP00000003084 9606.ENSP00000290310 152
9606.ENSP00000003084 9606.ENSP00000353820 217
9606.ENSP00000003084 9606.ENSP00000406191 394
9606.ENSP00000003084 9606.ENSP00000290650 351
9606.ENSP00000003084 9606.ENSP00000426359 152
9606.ENSP00000003084 9606.ENSP00000286827 306
9606.ENSP00000003084 9606.ENSP00000262640 222
9606.ENSP00000003084 9606.ENSP00000278282 389
9606.ENSP00000003084 9606.ENSP00000265970 182
9606.ENSP00000003084 9606.ENSP00000221930 268
9606.ENSP00000003084 9606.ENSP00000265333 281
9606.ENSP00000003084 9606.ENSP00000360973 156
9606.ENSP00000003084 9606.ENSP00000261890 731
9606.ENSP00000003084 9606.ENSP00000249071 169
9606.ENSP00000003084 9606.ENSP00000359483 274
9606.ENSP00000003084 9606.ENSP00000262238 175
9606.ENSP00000003084 9606.ENSP00000231487 162
9606.ENSP00000003084 9606.ENSP00000409544 669
9606.ENSP00000003084 9606.ENSP00000263923 203
9606.ENSP00000003084 9606.ENSP00000413606 187
9606.ENSP00000003084 9606.ENSP00000353362 281
9606.ENSP00000003084 9606.ENSP00000365380 161
9606.ENSP00000003084 9606.ENSP00000312987 304
9606.ENSP00000003084 9606.ENSP00000346298 189
9606.ENSP00000003084 9606.ENSP00000296795 181
9606.ENSP00000003084 9606.ENSP00000335357 159
9606.ENSP00000003084 9606.ENSP00000254322 862
9606.ENSP00000003084 9606.ENSP00000349658 250
9606.ENSP00000003084 9606.ENSP00000219313 903
9606.ENSP00000003084 9606.ENSP00000361965 234
9606.ENSP00000003084 9606.ENSP00000381282 270
9606.ENSP00000003084 9606.ENSP00000431445 499
9606.ENSP00000003084 9606.ENSP00000383118 233
9606.ENSP00000003084 9606.ENSP00000369131 477
9606.ENSP00000003084 9606.ENSP00000378736 343
9606.ENSP00000003084 9606.ENSP00000308541 913
9606.ENSP00000003084 9606.ENSP00000386896 150
9606.ENSP00000003084 9606.ENSP00000295688 185
9606.ENSP00000003084 9606.ENSP00000342222 181
9606.ENSP00000003084 9606.ENSP00000252486 218
9606.ENSP00000003084 9606.ENSP00000320935 397
9606.ENSP00000003084 9606.ENSP00000457258 303
9606.ENSP00000003084 9606.ENSP00000261303 902
9606.ENSP00000003084 9606.ENSP00000358525 165
9606.ENSP00000003084 9606.ENSP00000262648 181
9606.ENSP00000003084 9606.ENSP00000462468 197
9606.ENSP00000003084 9606.ENSP00000326159 174
9606.ENSP00000003084 9606.ENSP00000269202 598
9606.ENSP00000003084 9606.ENSP00000447378 171
9606.ENSP00000003084 9606.ENSP00000332116 195
9606.ENSP00000003084 9606.ENSP00000357516 429
9606.ENSP00000003084 9606.ENSP00000287295 157
9606.ENSP00000003084 9606.ENSP00000325527 183
9606.ENSP00000003084 9606.ENSP00000376609 193
9606.ENSP00000003084 9606.ENSP00000376886 152
9606.ENSP00000003084 9606.ENSP00000288050 198
9606.ENSP00000003084 9606.ENSP00000370767 154
9606.ENSP00000003084 9606.ENSP00000360609 862
9606.ENSP00000003084 9606.ENSP00000265849 155
9606.ENSP00000003084 9606.ENSP00000315644 165
9606.ENSP00000003084 9606.ENSP00000347046 309
9606.ENSP00000003084 9606.ENSP00000281701 180
9606.ENSP00000003084 9606.ENSP00000269346 606
9606.ENSP00000003084 9606.ENSP00000365576 282
9606.ENSP00000003084 9606.ENSP00000365116 739
9606.ENSP00000003084 9606.ENSP00000282561 292
9606.ENSP00000003084 9606.ENSP00000346112 340
9606.ENSP00000003084 9606.ENSP00000384211 903
9606.ENSP00000003084 9606.ENSP00000375881 235
9606.ENSP00000003084 9606.ENSP00000356213 489
9606.ENSP00000003084 9606.ENSP00000215071 903
9606.ENSP00000003084 9606.ENSP00000345728 213
9606.ENSP00000003084 9606.ENSP00000385090 212
9606.ENSP00000003084 9606.ENSP00000410257 368
9606.ENSP00000003084 9606.ENSP00000317997 426
9606.ENSP00000003084 9606.ENSP00000347979 236
9606.ENSP00000003084 9606.ENSP00000376077 191
9606.ENSP00000003084 9606.ENSP00000318687 414
9606.ENSP00000003084 9606.ENSP00000367608 203
9606.ENSP00000003084 9606.ENSP00000484525 313
9606.ENSP00000003084 9606.ENSP00000292807 625
9606.ENSP00000003084 9606.ENSP00000296871 240
9606.ENSP00000003084 9606.ENSP00000383232 273
9606.ENSP00000003084 9606.ENSP00000234160 590
9606.ENSP00000003084 9606.ENSP00000478721 435
9606.ENSP00000003084 9606.ENSP00000477999 205
9606.ENSP00000003084 9606.ENSP00000360216 256
9606.ENSP00000003084 9606.ENSP00000301645 231
9606.ENSP00000003084 9606.ENSP00000352121 151
9606.ENSP00000003084 9606.ENSP00000264382 199
9606.ENSP00000003084 9606.ENSP00000306275 442
9606.ENSP00000003084 9606.ENSP00000290649 805
9606.ENSP00000003084 9606.ENSP00000465419 161
9606.ENSP00000003084 9606.ENSP00000263238 168
9606.ENSP00000003084 9606.ENSP00000027335 240
9606.ENSP00000003084 9606.ENSP00000379133 276
9606.ENSP00000003084 9606.ENSP00000361662 506
9606.ENSP00000003084 9606.ENSP00000366654 251
9606.ENSP00000003084 9606.ENSP00000185206 572
9606.ENSP00000003084 9606.ENSP00000360266 286
9606.ENSP00000003084 9606.ENSP00000283254 170
9606.ENSP00000003084 9606.ENSP00000454804 163
9606.ENSP00000003084 9606.ENSP00000254958 182
9606.ENSP00000003084 9606.ENSP00000297316 271
9606.ENSP00000003084 9606.ENSP00000217964 205
9606.ENSP00000003084 9606.ENSP00000270142 319
9606.ENSP00000003084 9606.ENSP00000403495 160
9606.ENSP00000003084 9606.ENSP00000262839 168
9606.ENSP00000003084 9606.ENSP00000306157 318
9606.ENSP00000003084 9606.ENSP00000346001 186
9606.ENSP00000003084 9606.ENSP00000365016 158
9606.ENSP00000003084 9606.ENSP00000284440 154
9606.ENSP00000003084 9606.ENSP00000304767 230
9606.ENSP00000003084 9606.ENSP00000379601 161
9606.ENSP00000003084 9606.ENSP00000361066 152
9606.ENSP00000003084 9606.ENSP00000354671 167
9606.ENSP00000003084 9606.ENSP00000449404 941
9606.ENSP00000003084 9606.ENSP00000435506 151
9606.ENSP00000003084 9606.ENSP00000366565 901
9606.ENSP00000003084 9606.ENSP00000386346 356
9606.ENSP00000003084 9606.ENSP00000349168 225
9606.ENSP00000003084 9606.ENSP00000276414 181
9606.ENSP00000003084 9606.ENSP00000363822 305
9606.ENSP00000003084 9606.ENSP00000362924 154
9606.ENSP00000003084 9606.ENSP00000365686 291
9606.ENSP00000003084 9606.ENSP00000258301 594
9606.ENSP00000003084 9606.ENSP00000297258 248
9606.ENSP00000003084 9606.ENSP00000386796 166
9606.ENSP00000003084 9606.ENSP00000364709 435
9606.ENSP00000003084 9606.ENSP00000338348 200
9606.ENSP00000003084 9606.ENSP00000411355 181
9606.ENSP00000003084 9606.ENSP00000295683 183
9606.ENSP00000003084 9606.ENSP00000297661 907
9606.ENSP00000003084 9606.ENSP00000303507 286
9606.ENSP00000003084 9606.ENSP00000245479 334
9606.ENSP00000003084 9606.ENSP00000354280 414
9606.ENSP00000003084 9606.ENSP00000362339 170
9606.ENSP00000003084 9606.ENSP00000264832 267
9606.ENSP00000003084 9606.ENSP00000378721 152
9606.ENSP00000003084 9606.ENSP00000481878 901
9606.ENSP00000003084 9606.ENSP00000367001 210
9606.ENSP00000003084 9606.ENSP00000263202 294
9606.ENSP00000003084 9606.ENSP00000335153 998
9606.ENSP00000003084 9606.ENSP00000363079 501
9606.ENSP00000003084 9606.ENSP00000323588 230
9606.ENSP00000003084 9606.ENSP00000326170 210
9606.ENSP00000003084 9606.ENSP00000223321 904
9606.ENSP00000003084 9606.ENSP00000326366 164
9606.ENSP00000003084 9606.ENSP00000359245 348
9606.ENSP00000003084 9606.ENSP00000255030 301
9606.ENSP00000003084 9606.ENSP00000353408 522
9606.ENSP00000003084 9606.ENSP00000355890 242
9606.ENSP00000003084 9606.ENSP00000350937 588
9606.ENSP00000003084 9606.ENSP00000263025 314
9606.ENSP00000003084 9606.ENSP00000361405 231
9606.ENSP00000003084 9606.ENSP00000354995 373
9606.ENSP00000003084 9606.ENSP00000377833 186
9606.ENSP00000003084 9606.ENSP00000378364 207
9606.ENSP00000003084 9606.ENSP00000367848 540
9606.ENSP00000003084 9606.ENSP00000374455 750
9606.ENSP00000003084 9606.ENSP00000441065 159
9606.ENSP00000003084 9606.ENSP00000231449 481
9606.ENSP00000003084 9606.ENSP00000262461 822
9606.ENSP00000003084 9606.ENSP00000263253 267
9606.ENSP00000003084 9606.ENSP00000480291 327
9606.ENSP00000003084 9606.ENSP00000176195 568
9606.ENSP00000003084 9606.ENSP00000382697 189
9606.ENSP00000003084 9606.ENSP00000261368 178
9606.ENSP00000003084 9606.ENSP00000332973 187
9606.ENSP00000003084 9606.ENSP00000366084 361
9606.ENSP00000003084 9606.ENSP00000225831 260
9606.ENSP00000003084 9606.ENSP00000264318 540
9606.ENSP00000003084 9606.ENSP00000285238 187
9606.ENSP00000003084 9606.ENSP00000295897 578
9606.ENSP00000003084 9606.ENSP00000355013 166
9606.ENSP00000003084 9606.ENSP00000245304 207
9606.ENSP00000003084 9606.ENSP00000264908 154
9606.ENSP00000003084 9606.ENSP00000370078 434
9606.ENSP00000003084 9606.ENSP00000364034 234
9606.ENSP00000003084 9606.ENSP00000250615 174
9606.ENSP00000003084 9606.ENSP00000303960 250
9606.ENSP00000003084 9606.ENSP00000245539 578
9606.ENSP00000003084 9606.ENSP00000337915 321
9606.ENSP00000003084 9606.ENSP00000199280 492
9606.ENSP00000003084 9606.ENSP00000369647 276
9606.ENSP00000003084 9606.ENSP00000282141 210
9606.ENSP00000003084 9606.ENSP00000363068 191
9606.ENSP00000003084 9606.ENSP00000362334 903
9606.ENSP00000003084 9606.ENSP00000304604 213
9606.ENSP00000003084 9606.ENSP00000345502 256
9606.ENSP00000003084 9606.ENSP00000001008 208
9606.ENSP00000003084 9606.ENSP00000242375 179
9606.ENSP00000003084 9606.ENSP00000380322 161
9606.ENSP00000003084 9606.ENSP00000261769 462
9606.ENSP00000003084 9606.ENSP00000290354 163
9606.ENSP00000003084 9606.ENSP00000339867 778
9606.ENSP00000003084 9606.ENSP00000341189 173
9606.ENSP00000003084 9606.ENSP00000311449 150
9606.ENSP00000003084 9606.ENSP00000345873 980
9606.ENSP00000003084 9606.ENSP00000358460 595
9606.ENSP00000003084 9606.ENSP00000274813 231
9606.ENSP00000003084 9606.ENSP00000385749 906
9606.ENSP00000003084 9606.ENSP00000416387 181
9606.ENSP00000003084 9606.ENSP00000331746 229
9606.ENSP00000003084 9606.ENSP00000326981 164
9606.ENSP00000003084 9606.ENSP00000261712 909
9606.ENSP00000003084 9606.ENSP00000245046 176
9606.ENSP00000003084 9606.ENSP00000286614 177
9606.ENSP00000003084 9606.ENSP00000267085 183
9606.ENSP00000003084 9606.ENSP00000368752 181
9606.ENSP00000003084 9606.ENSP00000346251 408
9606.ENSP00000003084 9606.ENSP00000381333 157
9606.ENSP00000003084 9606.ENSP00000479606 303
9606.ENSP00000003084 9606.ENSP00000437256 201
9606.ENSP00000003084 9606.ENSP00000349041 186
9606.ENSP00000003084 9606.ENSP00000286298 795
9606.ENSP00000003084 9606.ENSP00000334458 167
9606.ENSP00000003084 9606.ENSP00000381008 190
9606.ENSP00000003084 9606.ENSP00000343001 173
9606.ENSP00000003084 9606.ENSP00000309757 155
9606.ENSP00000003084 9606.ENSP00000385523 218
9606.ENSP00000003084 9606.ENSP00000466009 158
9606.ENSP00000003084 9606.ENSP00000299767 333
9606.ENSP00000003084 9606.ENSP00000416959 153
9606.ENSP00000003084 9606.ENSP00000303394 638
9606.ENSP00000003084 9606.ENSP00000340913 836
9606.ENSP00000003084 9606.ENSP00000307786 197
9606.ENSP00000003084 9606.ENSP00000019103 514
9606.ENSP00000003084 9606.ENSP00000278379 177
9606.ENSP00000003084 9606.ENSP00000332656 169
9606.ENSP00000003084 9606.ENSP00000234347 186
9606.ENSP00000003084 9606.ENSP00000265171 381
9606.ENSP00000003084 9606.ENSP00000275525 631
9606.ENSP00000003084 9606.ENSP00000381736 187
9606.ENSP00000003084 9606.ENSP00000257555 242
9606.ENSP00000003084 9606.ENSP00000364586 283
9606.ENSP00000003084 9606.ENSP00000318355 197
9606.ENSP00000003084 9606.ENSP00000356205 345
9606.ENSP00000003084 9606.ENSP00000286548 173
9606.ENSP00000003084 9606.ENSP00000368169 494
9606.ENSP00000003084 9606.ENSP00000327801 290
9606.ENSP00000003084 9606.ENSP00000402152 371
