protein1 protein2 combined_score
4932.YAL035W 4932.YNL207W 928
4932.YAL035W 4932.YLR192C 872
4932.YAL035W 4932.YLR222C 266
4932.YAL035W 4932.YOR308C 300
4932.YAL035W 4932.YNL192W 163
4932.YAL035W 4932.YHR026W 209
4932.YAL035W 4932.YBR189W 997
4932.YAL035W 4932.YLR344W 979
4932.YAL035W 4932.YDR211W 561
4932.YAL035W 4932.YGR192C 318
4932.YAL035W 4932.YOR167C 997
4932.YAL035W 4932.YDR283C 907
4932.YAL035W 4932.YKL024C 174
4932.YAL035W 4932.YGL103W 999
4932.YAL035W 4932.YER148W 343
4932.YAL035W 4932.YDL213C 724
4932.YAL035W 4932.YCL054W 936
4932.YAL035W 4932.YFL034C-A 873
4932.YAL035W 4932.YDR243C 201
4932.YAL035W 4932.YGL178W 421
4932.YAL035W 4932.YJL008C 882
4932.YAL035W 4932.YLR435W 154
4932.YAL035W 4932.YPR010C 606
4932.YAL035W 4932.YBR153W 169
4932.YAL035W 4932.YOR133W 798
4932.YAL035W 4932.YOL145C 176
4932.YAL035W 4932.YBR023C 163
4932.YAL035W 4932.YPL081W 997
4932.YAL035W 4932.YPL009C 312
4932.YAL035W 4932.YGL094C 243
4932.YAL035W 4932.YKL173W 382
4932.YAL035W 4932.YBR191W 969
4932.YAL035W 4932.YGR148C 882
4932.YAL035W 4932.YGR173W 399
4932.YAL035W 4932.YGL129C 274
4932.YAL035W 4932.YBR154C 152
4932.YAL035W 4932.YLR086W 247
4932.YAL035W 4932.YGR214W 998
4932.YAL035W 4932.YOL120C 969
4932.YAL035W 4932.YMR093W 197
4932.YAL035W 4932.YPR110C 348
4932.YAL035W 4932.YMR239C 405
4932.YAL035W 4932.YPL013C 858
4932.YAL035W 4932.YKL009W 970
4932.YAL035W 4932.YOL139C 978
4932.YAL035W 4932.YBR237W 269
4932.YAL035W 4932.YLR441C 997
4932.YAL035W 4932.YPR152C 349
4932.YAL035W 4932.YMR032W 181
4932.YAL035W 4932.YLR388W 997
4932.YAL035W 4932.YPL234C 209
4932.YAL035W 4932.YLR002C 924
4932.YAL035W 4932.YLR197W 409
4932.YAL035W 4932.YPR043W 968
4932.YAL035W 4932.YPL126W 152
4932.YAL035W 4932.YGR013W 177
4932.YAL035W 4932.YGR185C 429
4932.YAL035W 4932.YBR061C 235
4932.YAL035W 4932.YGL120C 608
4932.YAL035W 4932.YIL063C 242
4932.YAL035W 4932.YIL020C 397
4932.YAL035W 4932.YHR051W 314
4932.YAL035W 4932.YDL136W 997
4932.YAL035W 4932.YJR113C 831
4932.YAL035W 4932.YMR116C 999
4932.YAL035W 4932.YKL059C 217
4932.YAL035W 4932.YNL082W 170
4932.YAL035W 4932.YJR022W 224
4932.YAL035W 4932.YKR079C 363
4932.YAL035W 4932.YIR026C 908
4932.YAL035W 4932.YLR075W 994
4932.YAL035W 4932.YLR167W 999
4932.YAL035W 4932.YGL076C 997
4932.YAL035W 4932.YLR398C 311
4932.YAL035W 4932.YMR038C 215
4932.YAL035W 4932.YAL005C 178
4932.YAL035W 4932.YLR129W 361
4932.YAL035W 4932.YGL029W 904
4932.YAL035W 4932.YBR039W 511
4932.YAL035W 4932.YPR137W 171
4932.YAL035W 4932.YBR146W 907
4932.YAL035W 4932.YDL193W 160
4932.YAL035W 4932.YDR293C 265
4932.YAL035W 4932.YFL002C 635
4932.YAL035W 4932.YHR141C 954
4932.YAL035W 4932.YKL003C 792
4932.YAL035W 4932.YIL030C 264
4932.YAL035W 4932.YNL122C 561
4932.YAL035W 4932.YKR026C 537
4932.YAL035W 4932.YLR264W 997
4932.YAL035W 4932.YGR027C 988
4932.YAL035W 4932.YGL195W 247
4932.YAL035W 4932.YGR169C-A 476
4932.YAL035W 4932.YOL021C 301
4932.YAL035W 4932.YMR260C 999
4932.YAL035W 4932.YER172C 192
4932.YAL035W 4932.YDL004W 317
4932.YAL035W 4932.YDL040C 181
4932.YAL035W 4932.YHL015W 999
4932.YAL035W 4932.YBL045C 151
4932.YAL035W 4932.YPR102C 963
4932.YAL035W 4932.YKR057W 984
4932.YAL035W 4932.YMR125W 279
4932.YAL035W 4932.YER095W 347
4932.YAL035W 4932.YOR290C 155
4932.YAL035W 4932.YGR103W 936
4932.YAL035W 4932.YGL105W 290
4932.YAL035W 4932.YGR145W 239
4932.YAL035W 4932.YML024W 996
4932.YAL035W 4932.YDR385W 792
4932.YAL035W 4932.YLL013C 808
4932.YAL035W 4932.YBL023C 270
4932.YAL035W 4932.YGL201C 259
4932.YAL035W 4932.YHL033C 975
4932.YAL035W 4932.YPL211W 913
4932.YAL035W 4932.YJR121W 274
4932.YAL035W 4932.YDR159W 281
4932.YAL035W 4932.YCR003W 408
4932.YAL035W 4932.YKR060W 212
4932.YAL035W 4932.YHR165C 204
4932.YAL035W 4932.YDR419W 163
4932.YAL035W 4932.YKL170W 743
4932.YAL035W 4932.YPL237W 999
4932.YAL035W 4932.YDR429C 994
4932.YAL035W 4932.YJR066W 199
4932.YAL035W 4932.YNL244C 999
4932.YAL035W 4932.YLL026W 467
4932.YAL035W 4932.YAL019W 257
4932.YAL035W 4932.YPR190C 151
4932.YAL035W 4932.YLR383W 179
4932.YAL035W 4932.YDR101C 958
4932.YAL035W 4932.YJL050W 328
4932.YAL035W 4932.YMR049C 928
4932.YAL035W 4932.YER006W 930
4932.YAL035W 4932.YDR454C 496
4932.YAL035W 4932.YMR158W 813
4932.YAL035W 4932.YHR066W 904
4932.YAL035W 4932.YMR205C 251
4932.YAL035W 4932.YBR011C 201
4932.YAL035W 4932.YML063W 997
4932.YAL035W 4932.YKL172W 932
4932.YAL035W 4932.YLR061W 976
4932.YAL035W 4932.YKL203C 159
4932.YAL035W 4932.YDL208W 403
4932.YAL035W 4932.YOR091W 843
4932.YAL035W 4932.YCR057C 338
4932.YAL035W 4932.YDR341C 412
4932.YAL035W 4932.YJR064W 302
4932.YAL035W 4932.YOL034W 179
4932.YAL035W 4932.YNL007C 905
4932.YAL035W 4932.YDL084W 385
4932.YAL035W 4932.YOL127W 999
4932.YAL035W 4932.YML025C 449
4932.YAL035W 4932.YOR143C 154
4932.YAL035W 4932.YER127W 154
4932.YAL035W 4932.YGR218W 925
4932.YAL035W 4932.YGL173C 223
4932.YAL035W 4932.YNL005C 630
4932.YAL035W 4932.YJR145C 986
4932.YAL035W 4932.YOL043C 192
4932.YAL035W 4932.YPL266W 521
4932.YAL035W 4932.YJL122W 798
4932.YAL035W 4932.YHR024C 150
4932.YAL035W 4932.YOR340C 156
4932.YAL035W 4932.YEL021W 307
4932.YAL035W 4932.YFR047C 159
4932.YAL035W 4932.YMR230W 986
4932.YAL035W 4932.YCL059C 454
4932.YAL035W 4932.YEL027W 259
4932.YAL035W 4932.YDR361C 211
4932.YAL035W 4932.YKL204W 271
4932.YAL035W 4932.YKL079W 158
4932.YAL035W 4932.YDR353W 286
4932.YAL035W 4932.YGL245W 463
4932.YAL035W 4932.YOR065W 153
4932.YAL035W 4932.YLR303W 205
4932.YAL035W 4932.YJL014W 252
4932.YAL035W 4932.YOR274W 310
4932.YAL035W 4932.YFL004W 185
4932.YAL035W 4932.YNL186W 166
4932.YAL035W 4932.YDR339C 209
4932.YAL035W 4932.YKL085W 252
4932.YAL035W 4932.YDR012W 891
4932.YAL035W 4932.YNL004W 178
4932.YAL035W 4932.YJL063C 496
4932.YAL035W 4932.YAL032C 317
4932.YAL035W 4932.YBR247C 759
4932.YAL035W 4932.YIL021W 520
4932.YAL035W 4932.YPR191W 150
4932.YAL035W 4932.YGR084C 270
4932.YAL035W 4932.YER078C 167
4932.YAL035W 4932.YLR384C 351
4932.YAL035W 4932.YGL030W 993
4932.YAL035W 4932.YHR203C 985
4932.YAL035W 4932.YDL229W 162
4932.YAL035W 4932.YBR079C 999
4932.YAL035W 4932.YAL025C 921
4932.YAL035W 4932.YOR206W 925
4932.YAL035W 4932.YCR053W 474
4932.YAL035W 4932.Q0130 209
4932.YAL035W 4932.YOR293W 997
4932.YAL035W 4932.YBR084C-A 970
4932.YAL035W 4932.YMR308C 334
4932.YAL035W 4932.YHL004W 610
4932.YAL035W 4932.YOL077C 913
4932.YAL035W 4932.YOR369C 999
4932.YAL035W 4932.YMR190C 211
4932.YAL035W 4932.YJL074C 581
4932.YAL035W 4932.YGR083C 287
4932.YAL035W 4932.Q0085 475
4932.YAL035W 4932.YLR175W 846
4932.YAL035W 4932.YBL072C 996
4932.YAL035W 4932.YGL122C 330
4932.YAL035W 4932.YKR059W 973
4932.YAL035W 4932.YMR142C 873
4932.YAL035W 4932.YOR076C 600
4932.YAL035W 4932.YLR378C 349
4932.YAL035W 4932.YDL153C 215
4932.YAL035W 4932.YOR243C 160
4932.YAL035W 4932.YMR080C 283
4932.YAL035W 4932.YMR242C 969
4932.YAL035W 4932.YNL178W 999
4932.YAL035W 4932.YER025W 993
4932.YAL035W 4932.YGL123W 995
4932.YAL035W 4932.YDR041W 670
4932.YAL035W 4932.YKR094C 845
4932.YAL035W 4932.YPR187W 161
4932.YAL035W 4932.YNL067W 977
4932.YAL035W 4932.YMR276W 253
4932.YAL035W 4932.YDL191W 997
4932.YAL035W 4932.YMR167W 245
4932.YAL035W 4932.YLR430W 188
4932.YAL035W 4932.YNL112W 336
4932.YAL035W 4932.YBL022C 283
4932.YAL035W 4932.YMR024W 384
4932.YAL035W 4932.YBR143C 760
4932.YAL035W 4932.YML010W 351
4932.YAL035W 4932.YDR212W 197
4932.YAL035W 4932.YJL191W 996
4932.YAL035W 4932.YOR276W 417
4932.YAL035W 4932.YGL130W 693
4932.YAL035W 4932.YDL082W 974
4932.YAL035W 4932.YEL050C 598
4932.YAL035W 4932.YHR064C 267
4932.YAL035W 4932.YPL220W 886
4932.YAL035W 4932.YMR108W 191
4932.YAL035W 4932.YLR029C 972
4932.YAL035W 4932.YML067C 311
4932.YAL035W 4932.YIL133C 978
4932.YAL035W 4932.YDR449C 220
4932.YAL035W 4932.YMR309C 999
4932.YAL035W 4932.YOR207C 550
4932.YAL035W 4932.YML073C 957
4932.YAL035W 4932.YJR017C 160
4932.YAL035W 4932.YIL142W 201
4932.YAL035W 4932.YPR094W 766
4932.YAL035W 4932.YPR041W 999
4932.YAL035W 4932.YOR341W 520
4932.YAL035W 4932.YPL217C 606
4932.YAL035W 4932.YGR091W 254
4932.YAL035W 4932.YPR086W 213
4932.YAL035W 4932.YKL182W 152
4932.YAL035W 4932.YCR046C 606
4932.YAL035W 4932.YDR292C 506
4932.YAL035W 4932.YCR077C 900
4932.YAL035W 4932.YGR240C 169
4932.YAL035W 4932.YNL081C 755
4932.YAL035W 4932.YDR432W 301
4932.YAL035W 4932.YAL059W 900
4932.YAL035W 4932.YBR251W 701
4932.YAL035W 4932.YBR034C 154
4932.YAL035W 4932.YMR229C 859
4932.YAL035W 4932.YDL078C 252
4932.YAL035W 4932.YDR299W 249
4932.YAL035W 4932.YOR168W 464
4932.YAL035W 4932.YHR147C 574
4932.YAL035W 4932.YMR193W 475
4932.YAL035W 4932.YLR397C 917
4932.YAL035W 4932.YPL106C 263
4932.YAL035W 4932.YJR074W 422
4932.YAL035W 4932.YNR036C 606
4932.YAL035W 4932.YEL009C 693
4932.YAL035W 4932.YBL076C 457
4932.YAL035W 4932.YHR072W-A 266
4932.YAL035W 4932.YLR186W 307
4932.YAL035W 4932.YPL143W 969
4932.YAL035W 4932.YKR023W 190
4932.YAL035W 4932.YPL093W 931
4932.YAL035W 4932.YPR016C 991
4932.YAL035W 4932.YOR346W 163
4932.YAL035W 4932.YHR052W 973
4932.YAL035W 4932.YIL035C 190
4932.YAL035W 4932.YEL032W 299
4932.YAL035W 4932.YER102W 996
4932.YAL035W 4932.YCR072C 168
4932.YAL035W 4932.YAL033W 293
4932.YAL035W 4932.YMR128W 497
4932.YAL035W 4932.YNL069C 850
4932.YAL035W 4932.YOL121C 996
4932.YAL035W 4932.YHR200W 315
4932.YAL035W 4932.YBR248C 199
4932.YAL035W 4932.YDR060W 970
4932.YAL035W 4932.YAL003W 318
4932.YAL035W 4932.YOR046C 900
4932.YAL035W 4932.YER050C 617
4932.YAL035W 4932.YIR012W 907
4932.YAL035W 4932.YGL031C 975
4932.YAL035W 4932.YLR340W 936
4932.YAL035W 4932.YGR102C 598
4932.YAL035W 4932.YPR024W 216
4932.YAL035W 4932.YFR004W 467
4932.YAL035W 4932.YNL016W 165
4932.YAL035W 4932.YFL008W 179
4932.YAL035W 4932.YPL048W 807
4932.YAL035W 4932.YER179W 318
4932.YAL035W 4932.YKR063C 809
4932.YAL035W 4932.YEL026W 383
4932.YAL035W 4932.YNR046W 315
4932.YAL035W 4932.YLR449W 202
4932.YAL035W 4932.YER165W 780
4932.YAL035W 4932.YDL145C 161
4932.YAL035W 4932.YOR056C 896
4932.YAL035W 4932.YJL138C 975
4932.YAL035W 4932.YFR032C-A 844
4932.YAL035W 4932.YBR009C 451
4932.YAL035W 4932.YLR244C 262
4932.YAL035W 4932.YDR088C 203
4932.YAL035W 4932.YGR090W 232
4932.YAL035W 4932.YNR011C 168
4932.YAL035W 4932.YDR447C 996
4932.YAL035W 4932.YKL180W 997
4932.YAL035W 4932.YGR278W 181
4932.YAL035W 4932.YLR293C 180
4932.YAL035W 4932.YJR002W 939
4932.YAL035W 4932.YLR106C 928
4932.YAL035W 4932.YGL189C 998
4932.YAL035W 4932.YNL132W 346
4932.YAL035W 4932.YKL156W 997
4932.YAL035W 4932.YIL148W 840
4932.YAL035W 4932.YNL002C 970
4932.YAL035W 4932.YPL212C 316
4932.YAL035W 4932.YBR088C 376
4932.YAL035W 4932.YNL088W 556
4932.YAL035W 4932.YDR226W 174
4932.YAL035W 4932.YKL144C 153
4932.YAL035W 4932.YDL184C 800
4932.YAL035W 4932.YJL109C 397
4932.YAL035W 4932.YDR091C 991
4932.YAL035W 4932.YGR116W 600
4932.YAL035W 4932.YNL001W 648
4932.YAL035W 4932.YDR064W 996
4932.YAL035W 4932.YJL190C 997
4932.YAL035W 4932.YGL115W 178
4932.YAL035W 4932.YPL069C 151
4932.YAL035W 4932.YNL177C 596
4932.YAL035W 4932.YOL111C 248
4932.YAL035W 4932.YDL022W 175
4932.YAL035W 4932.YDL140C 618
4932.YAL035W 4932.YFR031C-A 998
4932.YAL035W 4932.YLR074C 904
4932.YAL035W 4932.YOL006C 204
4932.YAL035W 4932.YLL060C 365
4932.YAL035W 4932.YPL183C 190
4932.YAL035W 4932.YBL092W 992
4932.YAL035W 4932.YDL148C 413
4932.YAL035W 4932.YLR367W 984
4932.YAL035W 4932.YAL029C 181
4932.YAL035W 4932.YPR143W 903
4932.YAL035W 4932.YNL162W 954
4932.YAL035W 4932.YBL027W 997
4932.YAL035W 4932.YGR245C 217
4932.YAL035W 4932.YOR184W 168
4932.YAL035W 4932.YPL146C 348
4932.YAL035W 4932.YOL039W 183
4932.YAL035W 4932.YJL189W 943
4932.YAL035W 4932.YGR271W 524
4932.YAL035W 4932.YNL301C 969
4932.YAL035W 4932.YER082C 151
4932.YAL035W 4932.YDL220C 286
4932.YAL035W 4932.YEL037C 248
4932.YAL035W 4932.YOR063W 993
4932.YAL035W 4932.YJR007W 981
4932.YAL035W 4932.YDL061C 987
4932.YAL035W 4932.YCL009C 231
4932.YAL035W 4932.YGR085C 969
4932.YAL035W 4932.YLR409C 217
4932.YAL035W 4932.YDR375C 216
4932.YAL035W 4932.YBL004W 216
4932.YAL035W 4932.YJL010C 266
4932.YAL035W 4932.YOR033C 259
4932.YAL035W 4932.YNL256W 248
4932.YAL035W 4932.YFR031C 179
4932.YAL035W 4932.YFR001W 906
4932.YAL035W 4932.YBR118W 756
4932.YAL035W 4932.YNL306W 606
4932.YAL035W 4932.YPR166C 531
4932.YAL035W 4932.YOR004W 162
4932.YAL035W 4932.YDL160C 240
4932.YAL035W 4932.YHR010W 970
4932.YAL035W 4932.YHL001W 927
4932.YAL035W 4932.YHR170W 968
4932.YAL035W 4932.YDR175C 291
4932.YAL035W 4932.YLR249W 814
4932.YAL035W 4932.YGR285C 214
4932.YAL035W 4932.YBR031W 977
4932.YAL035W 4932.YPL090C 998
4932.YAL035W 4932.YPL226W 953
4932.YAL035W 4932.YOR153W 286
4932.YAL035W 4932.YMR301C 309
4932.YAL035W 4932.YER131W 997
4932.YAL035W 4932.YML093W 299
4932.YAL035W 4932.YPL204W 388
4932.YAL036C 4932.YNL182C 567
4932.YAL036C 4932.YHL015W 225
4932.YAL036C 4932.YPR102C 192
4932.YAL036C 4932.YKR057W 183
4932.YAL036C 4932.YER172C 225
4932.YAL036C 4932.YDL040C 211
4932.YAL036C 4932.YMR260C 255
4932.YAL036C 4932.YLL013C 315
4932.YAL036C 4932.YGR103W 311
4932.YAL036C 4932.YGR145W 202
4932.YAL036C 4932.YLR395C 347
4932.YAL036C 4932.YCR047C 203
4932.YAL036C 4932.YLR045C 245
4932.YAL036C 4932.YKL170W 156
4932.YAL036C 4932.YPL237W 384
4932.YAL036C 4932.YOR259C 260
4932.YAL036C 4932.YKR060W 257
4932.YAL036C 4932.YHL033C 236
4932.YAL036C 4932.YFL005W 173
4932.YAL036C 4932.YPL211W 719
4932.YAL036C 4932.YDR394W 350
4932.YAL036C 4932.YPL218W 271
4932.YAL036C 4932.YDR429C 519
4932.YAL036C 4932.YJL085W 153
4932.YAL036C 4932.YAL019W 173
4932.YAL036C 4932.YOR362C 320
4932.YAL036C 4932.YGR200C 245
4932.YAL036C 4932.YML007W 333
4932.YAL036C 4932.YHR066W 256
4932.YAL036C 4932.YMR205C 168
4932.YAL036C 4932.YML063W 212
4932.YAL036C 4932.YKL172W 296
4932.YAL036C 4932.YER006W 341
4932.YAL036C 4932.YJL050W 312
4932.YAL036C 4932.YDR101C 675
4932.YAL036C 4932.YMR049C 721
4932.YAL036C 4932.YNL062C 344
4932.YAL036C 4932.YGL048C 270
4932.YAL036C 4932.YOR091W 999
4932.YAL036C 4932.YCR057C 433
4932.YAL036C 4932.YDR341C 269
4932.YAL036C 4932.YDL208W 724
4932.YAL036C 4932.YML106W 189
4932.YAL036C 4932.YDR381W 177
4932.YAL036C 4932.YER127W 205
4932.YAL036C 4932.YDR280W 167
4932.YAL036C 4932.YDL084W 150
4932.YAL036C 4932.YOL127W 152
4932.YAL036C 4932.YDR256C 151
4932.YAL036C 4932.YML092C 357
4932.YAL036C 4932.YJR064W 521
4932.YAL036C 4932.YGR214W 221
4932.YAL036C 4932.YGR173W 787
4932.YAL036C 4932.YBR154C 904
4932.YAL036C 4932.YBR191W 169
4932.YAL036C 4932.YOL139C 303
4932.YAL036C 4932.YLR441C 229
4932.YAL036C 4932.YKL145W 299
4932.YAL036C 4932.YMR239C 180
4932.YAL036C 4932.YDL209C 154
4932.YAL036C 4932.YCR093W 159
4932.YAL036C 4932.YKL009W 893
4932.YAL036C 4932.YMR093W 305
4932.YAL036C 4932.YPR110C 323
4932.YAL036C 4932.YLR002C 157
4932.YAL036C 4932.YLR197W 515
4932.YAL036C 4932.YLR388W 151
4932.YAL036C 4932.YPL234C 280
4932.YAL036C 4932.YGR185C 528
4932.YAL036C 4932.YGL120C 285
4932.YAL036C 4932.YDR207C 161
4932.YAL036C 4932.YPL126W 164
4932.YAL036C 4932.YHR051W 204
4932.YAL036C 4932.YLL036C 565
4932.YAL036C 4932.YDR163W 175
4932.YAL036C 4932.YGL044C 157
4932.YAL036C 4932.YAL005C 443
4932.YAL036C 4932.YGL076C 226
4932.YAL036C 4932.YLR398C 229
4932.YAL036C 4932.YIR026C 192
4932.YAL036C 4932.YLR075W 165
4932.YAL036C 4932.YMR116C 192
4932.YAL036C 4932.YOR115C 382
4932.YAL036C 4932.YOR239W 205
4932.YAL036C 4932.YGR120C 296
4932.YAL036C 4932.YPR137W 252
4932.YAL036C 4932.YLR129W 186
4932.YAL036C 4932.YGL195W 792
4932.YAL036C 4932.YBL074C 156
4932.YAL036C 4932.YLR264W 187
4932.YAL036C 4932.YKR026C 261
4932.YAL036C 4932.YHR148W 261
4932.YAL036C 4932.YIR010W 315
4932.YAL036C 4932.YJL111W 252
4932.YAL036C 4932.YOR145C 342
4932.YAL036C 4932.YER002W 224
4932.YAL036C 4932.YHR131C 214
4932.YAL036C 4932.YDL201W 287
4932.YAL036C 4932.YHL007C 192
4932.YAL036C 4932.YNL110C 914
4932.YAL036C 4932.YOR174W 290
4932.YAL036C 4932.YGL099W 388
4932.YAL036C 4932.YAL035W 582
4932.YAL036C 4932.YER036C 275
4932.YAL036C 4932.YOR294W 708
4932.YAL036C 4932.YPL249C-A 166
4932.YAL036C 4932.YHR088W 278
4932.YAL036C 4932.YMR146C 215
4932.YAL036C 4932.YDL143W 412
4932.YAL036C 4932.YNL061W 483
4932.YAL036C 4932.YIL018W 183
4932.YAL036C 4932.YKR081C 458
4932.YAL036C 4932.YLR448W 263
4932.YAL036C 4932.YDR398W 331
4932.YAL036C 4932.YDR372C 265
4932.YAL036C 4932.YBL039C 604
4932.YAL036C 4932.YCR031C 191
4932.YAL036C 4932.YOL040C 211
4932.YAL036C 4932.YDR190C 450
4932.YAL036C 4932.YOR260W 189
4932.YAL036C 4932.YDL150W 249
4932.YAL036C 4932.YOR272W 987
4932.YAL036C 4932.YNL248C 682
4932.YAL036C 4932.YOR095C 278
4932.YAL036C 4932.YNL207W 185
4932.YAL036C 4932.YDL007W 320
4932.YAL036C 4932.YLR222C 269
4932.YAL036C 4932.YDR188W 208
4932.YAL036C 4932.YML001W 195
4932.YAL036C 4932.YOR361C 368
4932.YAL036C 4932.YCL054W 199
4932.YAL036C 4932.YKR043C 153
4932.YAL036C 4932.YDL213C 242
4932.YAL036C 4932.YDR283C 515
4932.YAL036C 4932.YBR189W 377
4932.YAL036C 4932.YLR344W 200
4932.YAL036C 4932.YBR010W 315
4932.YAL036C 4932.YBR085W 295
4932.YAL036C 4932.YGR128C 237
4932.YAL036C 4932.YJL008C 538
4932.YAL036C 4932.YLR435W 300
4932.YAL036C 4932.YHR069C 176
4932.YAL036C 4932.YPR010C 526
4932.YAL036C 4932.YGL011C 345
4932.YAL036C 4932.YML022W 172
4932.YAL036C 4932.YNR052C 334
4932.YAL036C 4932.YOR310C 691
4932.YAL036C 4932.YKL143W 242
4932.YAL036C 4932.YGR123C 194
4932.YAL036C 4932.YPL131W 328
4932.YAL036C 4932.YGL111W 253
4932.YAL036C 4932.YJR094W-A 155
4932.YAL036C 4932.YOL057W 198
4932.YAL036C 4932.YDR087C 251
4932.YAL036C 4932.YMR194W 208
4932.YAL036C 4932.YOL010W 196
4932.YAL036C 4932.YHL015W-A 270
4932.YAL036C 4932.YGR187C 233
4932.YAL036C 4932.YOL097C 206
4932.YAL036C 4932.YLR009W 739
4932.YAL036C 4932.YGR181W 202
4932.YAL036C 4932.YLR048W 203
4932.YAL036C 4932.YHR015W 152
4932.YAL036C 4932.YNL075W 615
4932.YAL036C 4932.YPL183W-A 160
4932.YAL036C 4932.YGR162W 826
4932.YAL036C 4932.YLR325C 212
4932.YAL036C 4932.YPR141C 169
4932.YAL036C 4932.YJL069C 317
4932.YAL036C 4932.YHR089C 391
4932.YAL036C 4932.YER126C 326
4932.YAL036C 4932.YDL014W 744
4932.YAL036C 4932.YJR123W 225
4932.YAL036C 4932.YNR053C 335
4932.YAL036C 4932.YJR063W 386
4932.YAL036C 4932.YDR037W 226
4932.YAL036C 4932.YDL060W 390
4932.YAL036C 4932.YIL019W 159
4932.YAL036C 4932.YDR337W 248
4932.YAL036C 4932.YOR096W 179
4932.YAL036C 4932.YBR267W 155
4932.YAL036C 4932.YDR404C 161
4932.YAL036C 4932.YMR290C 501
4932.YAL036C 4932.YML069W 240
4932.YAL036C 4932.YPR080W 205
4932.YAL036C 4932.YDL111C 202
4932.YAL036C 4932.YDR172W 153
4932.YAL036C 4932.YNL001W 216
4932.YAL036C 4932.YDR064W 206
4932.YAL036C 4932.YNL288W 291
4932.YAL036C 4932.YJL109C 212
4932.YAL036C 4932.YDR091C 928
4932.YAL036C 4932.YOR359W 231
4932.YAL036C 4932.YKL144C 259
4932.YAL036C 4932.YGR253C 420
4932.YAL036C 4932.YDL066W 185
4932.YAL036C 4932.YOR210W 222
4932.YAL036C 4932.YFR031C-A 270
4932.YAL036C 4932.YJL190C 233
4932.YAL036C 4932.YNL031C 315
4932.YAL036C 4932.YDL148C 196
4932.YAL036C 4932.YLR074C 192
4932.YAL036C 4932.YGR271W 686
4932.YAL036C 4932.YNL301C 150
4932.YAL036C 4932.YOL039W 174
4932.YAL036C 4932.YGR245C 196
4932.YAL036C 4932.YGR135W 371
4932.YAL036C 4932.YBL027W 305
4932.YAL036C 4932.YNL113W 244
4932.YAL036C 4932.YDL061C 161
4932.YAL036C 4932.YGR085C 198
4932.YAL036C 4932.YJR099W 179
4932.YAL036C 4932.YOR063W 324
4932.YAL036C 4932.YJR007W 896
4932.YAL036C 4932.YPR144C 407
4932.YAL036C 4932.YML121W 231
4932.YAL036C 4932.YLR409C 398
4932.YAL036C 4932.YBL004W 177
4932.YAL036C 4932.YBR261C 207
4932.YAL036C 4932.YHR170W 458
4932.YAL036C 4932.YHR183W 292
4932.YAL036C 4932.YBL018C 570
4932.YAL036C 4932.YHL001W 171
4932.YAL036C 4932.YOR004W 305
4932.YAL036C 4932.YML093W 262
4932.YAL036C 4932.YER131W 203
4932.YAL036C 4932.YPL090C 225
4932.YAL036C 4932.YPL226W 437
4932.YAL036C 4932.YLR249W 674
4932.YAL036C 4932.YGR285C 263
4932.YAL036C 4932.YDL074C 194
4932.YAL036C 4932.YPL143W 427
4932.YAL036C 4932.YLR186W 607
4932.YAL036C 4932.YPL093W 370
4932.YAL036C 4932.YPR016C 511
4932.YAL036C 4932.YGL210W 163
4932.YAL036C 4932.YER102W 184
4932.YAL036C 4932.YPL086C 174
4932.YAL036C 4932.YHR052W 387
4932.YAL036C 4932.YNR017W 896
4932.YAL036C 4932.YDR060W 185
4932.YAL036C 4932.YAL003W 190
4932.YAL036C 4932.YPL254W 281
4932.YAL036C 4932.YMR128W 340
4932.YAL036C 4932.YAL033W 606
4932.YAL036C 4932.YNL069C 190
4932.YAL036C 4932.YHR197W 272
4932.YAL036C 4932.YCR072C 805
4932.YAL036C 4932.YER049W 207
4932.YAL036C 4932.YLR340W 162
4932.YAL036C 4932.YIR012W 252
4932.YAL036C 4932.YLR291C 215
4932.YAL036C 4932.YOR224C 687
4932.YAL036C 4932.YLL011W 236
4932.YAL036C 4932.YJL138C 251
4932.YAL036C 4932.YLR449W 338
4932.YAL036C 4932.YNR046W 686
4932.YAL036C 4932.YEL026W 601
4932.YAL036C 4932.YFL044C 159
4932.YAL036C 4932.YGR163W 220
4932.YAL036C 4932.YLR106C 677
4932.YAL036C 4932.YJR002W 222
4932.YAL036C 4932.YNL132W 188
4932.YAL036C 4932.YKL156W 174
4932.YAL036C 4932.YKL180W 272
4932.YAL036C 4932.YLR244C 327
4932.YAL036C 4932.YGR090W 247
4932.YAL036C 4932.YNL002C 311
4932.YAL036C 4932.YPL212C 160
4932.YAL036C 4932.YPR187W 150
4932.YAL036C 4932.YER025W 696
4932.YAL036C 4932.YNL178W 361
4932.YAL036C 4932.YGL123W 563
4932.YAL036C 4932.YMR242C 201
4932.YAL036C 4932.YBR143C 799
4932.YAL036C 4932.YNL112W 261
4932.YAL036C 4932.YKL206C 252
4932.YAL036C 4932.YDR449C 560
4932.YAL036C 4932.YLR029C 409
4932.YAL036C 4932.YIL133C 425
4932.YAL036C 4932.YDR324C 221
4932.YAL036C 4932.YDL082W 279
4932.YAL036C 4932.YEL050C 153
4932.YAL036C 4932.YHR064C 582
4932.YAL036C 4932.YPL220W 169
4932.YAL036C 4932.YDR212W 646
4932.YAL036C 4932.YJL191W 160
4932.YAL036C 4932.YOR276W 373
