protein1 protein2 combined_score
4932.YAL003W 4932.YPL239W 173
4932.YAL003W 4932.YDR298C 315
4932.YAL003W 4932.YLL039C 479
4932.YAL003W 4932.YGL147C 972
4932.YAL003W 4932.YOR096W 998
4932.YAL003W 4932.YDR225W 200
4932.YAL003W 4932.YKL006W 997
4932.YAL003W 4932.YGL106W 337
4932.YAL003W 4932.YFL039C 543
4932.YAL003W 4932.YDR237W 773
4932.YAL003W 4932.YDR337W 771
4932.YAL003W 4932.YJR094W-A 972
4932.YAL003W 4932.YJR025C 307
4932.YAL003W 4932.YGL135W 933
4932.YAL003W 4932.YGR123C 389
4932.YAL003W 4932.YPL131W 997
4932.YAL003W 4932.YGR264C 470
4932.YAL003W 4932.YGL191W 232
4932.YAL003W 4932.YOR310C 253
4932.YAL003W 4932.YKL067W 664
4932.YAL003W 4932.YGR155W 223
4932.YAL003W 4932.YOR150W 690
4932.YAL003W 4932.YOL031C 481
4932.YAL003W 4932.YBL036C 255
4932.YAL003W 4932.YMR286W 537
4932.YAL003W 4932.YGL011C 325
4932.YAL003W 4932.YML022W 222
4932.YAL003W 4932.YLR048W 997
4932.YAL003W 4932.YDR050C 250
4932.YAL003W 4932.YHR015W 344
4932.YAL003W 4932.YOL097C 168
4932.YAL003W 4932.YLR009W 647
4932.YAL003W 4932.YBR181C 918
4932.YAL003W 4932.YNL229C 811
4932.YAL003W 4932.YDR057W 151
4932.YAL003W 4932.YDR510W 381
4932.YAL003W 4932.YMR194W 906
4932.YAL003W 4932.YCR012W 287
4932.YAL003W 4932.YOR361C 407
4932.YAL003W 4932.YKR084C 958
4932.YAL003W 4932.YEL034W 934
4932.YAL003W 4932.YDR188W 220
4932.YAL003W 4932.YBR249C 155
4932.YAL003W 4932.YDL007W 214
4932.YAL003W 4932.YPR181C 190
4932.YAL003W 4932.YDR092W 219
4932.YAL003W 4932.YNR037C 776
4932.YAL003W 4932.YOR095C 207
4932.YAL003W 4932.YBR055C 205
4932.YAL003W 4932.YOR272W 197
4932.YAL003W 4932.YNL137C 590
4932.YAL003W 4932.YDR190C 207
4932.YAL003W 4932.YJL008C 497
4932.YAL003W 4932.YLR275W 346
4932.YAL003W 4932.YOR133W 947
4932.YAL003W 4932.YGR254W 282
4932.YAL003W 4932.YBR085W 207
4932.YAL003W 4932.YPL081W 998
4932.YAL003W 4932.YBR010W 201
4932.YAL003W 4932.YDR211W 309
4932.YAL003W 4932.YLR344W 929
4932.YAL003W 4932.YBR189W 999
4932.YAL003W 4932.YER133W 191
4932.YAL003W 4932.YDR283C 432
4932.YAL003W 4932.YOR167C 995
4932.YAL003W 4932.YGR192C 328
4932.YAL003W 4932.YGL103W 999
4932.YAL003W 4932.YER148W 481
4932.YAL003W 4932.YFL034C-A 986
4932.YAL003W 4932.YKR043C 170
4932.YAL003W 4932.YGL178W 325
4932.YAL003W 4932.YGL137W 325
4932.YAL003W 4932.YGR220C 360
4932.YAL003W 4932.YAL035W 318
4932.YAL003W 4932.YPL240C 467
4932.YAL003W 4932.YDL075W 997
4932.YAL003W 4932.YLR320W 315
4932.YAL003W 4932.YGL040C 152
4932.YAL003W 4932.YDR453C 230
4932.YAL003W 4932.YJL111W 607
4932.YAL003W 4932.YBL038W 481
4932.YAL003W 4932.YML085C 273
4932.YAL003W 4932.YHR148W 590
4932.YAL003W 4932.YOL040C 998
4932.YAL003W 4932.YCR031C 989
4932.YAL003W 4932.YDL081C 998
4932.YAL003W 4932.YLR448W 997
4932.YAL003W 4932.YHR027C 219
4932.YAL003W 4932.YNL026W 340
4932.YAL003W 4932.YDR002W 159
4932.YAL003W 4932.YMR186W 517
4932.YAL003W 4932.YIL018W 997
4932.YAL003W 4932.YDL143W 584
4932.YAL003W 4932.YMR146C 965
4932.YAL003W 4932.YBL084C 628
4932.YAL003W 4932.YPL249C-A 915
4932.YAL003W 4932.YFR023W 344
4932.YAL003W 4932.YMR188C 787
4932.YAL003W 4932.YMR314W 746
4932.YAL003W 4932.YKL210W 246
4932.YAL003W 4932.YER036C 151
4932.YAL003W 4932.YDR328C 551
4932.YAL003W 4932.YMR116C 946
4932.YAL003W 4932.YLR167W 998
4932.YAL003W 4932.YER169W 158
4932.YAL003W 4932.YLR075W 999
4932.YAL003W 4932.YPR074C 286
4932.YAL003W 4932.YGL076C 997
4932.YAL003W 4932.YAL005C 404
4932.YAL003W 4932.YDL097C 214
4932.YAL003W 4932.YJR113C 906
4932.YAL003W 4932.YDL136W 991
4932.YAL003W 4932.YHR141C 923
4932.YAL003W 4932.YPR165W 156
4932.YAL003W 4932.YLR264W 996
4932.YAL003W 4932.YGR027C 973
4932.YAL003W 4932.YER136W 473
4932.YAL003W 4932.YDL192W 413
4932.YAL003W 4932.YIL075C 276
4932.YAL003W 4932.YER103W 284
4932.YAL003W 4932.YLR433C 302
4932.YAL003W 4932.YOL120C 998
4932.YAL003W 4932.YPR110C 160
4932.YAL003W 4932.YGR002C 203
4932.YAL003W 4932.YMR239C 262
4932.YAL003W 4932.YKL145W 394
4932.YAL003W 4932.YKL009W 726
4932.YAL003W 4932.YDR373W 150
4932.YAL003W 4932.YOL139C 768
4932.YAL003W 4932.YLR441C 996
4932.YAL003W 4932.YKL173W 276
4932.YAL003W 4932.YBR191W 987
4932.YAL003W 4932.YGR148C 996
4932.YAL003W 4932.YDR135C 306
4932.YAL003W 4932.YBR154C 195
4932.YAL003W 4932.YGR214W 998
4932.YAL003W 4932.YPR043W 986
4932.YAL003W 4932.YBL015W 189
4932.YAL003W 4932.YBL003C 169
4932.YAL003W 4932.YGR185C 355
4932.YAL003W 4932.YLR388W 970
4932.YAL003W 4932.YLR197W 229
4932.YAL003W 4932.YGL048C 474
4932.YAL003W 4932.YDR101C 422
4932.YAL003W 4932.YDL137W 344
4932.YAL003W 4932.YHR066W 220
4932.YAL003W 4932.YMR158W 659
4932.YAL003W 4932.YDR454C 395
4932.YAL003W 4932.YKL172W 173
4932.YAL003W 4932.YML063W 997
4932.YAL003W 4932.YJR139C 158
4932.YAL003W 4932.YOR362C 695
4932.YAL003W 4932.YJR064W 533
4932.YAL003W 4932.YML092C 576
4932.YAL003W 4932.YDR256C 246
4932.YAL003W 4932.YOL127W 989
4932.YAL003W 4932.YDL084W 309
4932.YAL003W 4932.YNL037C 167
4932.YAL003W 4932.YDR381W 235
4932.YAL003W 4932.YML025C 623
4932.YAL003W 4932.YPL235W 242
4932.YAL003W 4932.YLR061W 994
4932.YAL003W 4932.YLR044C 395
4932.YAL003W 4932.YAL038W 459
4932.YAL003W 4932.YDL208W 664
4932.YAL003W 4932.YML106W 223
4932.YAL003W 4932.YDR341C 218
4932.YAL003W 4932.YER012W 295
4932.YAL003W 4932.YGL105W 632
4932.YAL003W 4932.YGR103W 157
4932.YAL003W 4932.YER094C 320
4932.YAL003W 4932.YDR385W 942
4932.YAL003W 4932.YML024W 997
4932.YAL003W 4932.YLL013C 404
4932.YAL003W 4932.YMR260C 629
4932.YAL003W 4932.YDR142C 252
4932.YAL003W 4932.YHL015W 997
4932.YAL003W 4932.YKR057W 997
4932.YAL003W 4932.YBL041W 228
4932.YAL003W 4932.YPR102C 991
4932.YAL003W 4932.YCL043C 370
4932.YAL003W 4932.YDR429C 900
4932.YAL003W 4932.YGR186W 192
4932.YAL003W 4932.YFR050C 250
4932.YAL003W 4932.YNL244C 422
4932.YAL003W 4932.YHL033C 998
4932.YAL003W 4932.YNL064C 245
4932.YAL003W 4932.YJR121W 578
4932.YAL003W 4932.YDR159W 223
4932.YAL003W 4932.YPL237W 306
4932.YAL003W 4932.YKL170W 844
4932.YAL003W 4932.YKL117W 576
4932.YAL003W 4932.YJL124C 157
4932.YAL003W 4932.YER087C-B 178
4932.YAL003W 4932.YHR203C 977
4932.YAL003W 4932.YGL030W 943
4932.YAL003W 4932.YDR012W 996
4932.YAL003W 4932.YJL063C 479
4932.YAL003W 4932.YJL001W 186
4932.YAL003W 4932.YDR405W 162
4932.YAL003W 4932.YHR167W 335
4932.YAL003W 4932.YLR109W 329
4932.YAL003W 4932.YGL122C 355
4932.YAL003W 4932.YKR059W 718
4932.YAL003W 4932.YBL072C 987
4932.YAL003W 4932.YPR108W 191
4932.YAL003W 4932.YMR284W 260
4932.YAL003W 4932.YMR142C 998
4932.YAL003W 4932.YDR214W 226
4932.YAL003W 4932.YOR076C 940
4932.YAL003W 4932.YOR243C 191
4932.YAL003W 4932.YBR079C 694
4932.YAL003W 4932.YDL229W 969
4932.YAL003W 4932.Q0130 873
4932.YAL003W 4932.YOR293W 981
4932.YAL003W 4932.YMR308C 168
4932.YAL003W 4932.YBR084C-A 997
4932.YAL003W 4932.YOL077C 207
4932.YAL003W 4932.YHL004W 745
4932.YAL003W 4932.YDR177W 157
4932.YAL003W 4932.YGR083C 458
4932.YAL003W 4932.YOR369C 997
4932.YAL003W 4932.YLR175W 213
4932.YAL003W 4932.YEL021W 430
4932.YAL003W 4932.YPR073C 185
4932.YAL003W 4932.YJL153C 245
4932.YAL003W 4932.YHR005C-A 197
4932.YAL003W 4932.YMR230W 976
4932.YAL003W 4932.YGL087C 157
4932.YAL003W 4932.YJR145C 983
4932.YAL003W 4932.YPL266W 162
4932.YAL003W 4932.YOR261C 182
4932.YAL003W 4932.YOR157C 257
4932.YAL003W 4932.YJL014W 214
4932.YAL003W 4932.YLR347C 217
4932.YAL003W 4932.YKL204W 190
4932.YAL003W 4932.YBL064C 207
4932.YAL003W 4932.YFR010W 336
4932.YAL003W 4932.YOR027W 328
4932.YAL003W 4932.YKL079W 538
4932.YAL003W 4932.YGL245W 737
4932.YAL003W 4932.YCR077C 159
4932.YAL003W 4932.YNL081C 953
4932.YAL003W 4932.YBR251W 783
4932.YAL003W 4932.YOL093W 171
4932.YAL003W 4932.YPR041W 320
4932.YAL003W 4932.YNL147W 185
4932.YAL003W 4932.YBR060C 292
4932.YAL003W 4932.YDR382W 998
4932.YAL003W 4932.YPL106C 462
4932.YAL003W 4932.YJR074W 315
4932.YAL003W 4932.YNR036C 751
4932.YAL003W 4932.YGL008C 231
4932.YAL003W 4932.YDR529C 211
4932.YAL003W 4932.YBR155W 297
4932.YAL003W 4932.YOR298C-A 483
4932.YAL003W 4932.YHR147C 724
4932.YAL003W 4932.YOR168W 518
4932.YAL003W 4932.YMR024W 262
4932.YAL003W 4932.YBR143C 689
4932.YAL003W 4932.YMR242C 961
4932.YAL003W 4932.YGL123W 998
4932.YAL003W 4932.YNL178W 999
4932.YAL003W 4932.YER025W 441
4932.YAL003W 4932.YPR103W 474
4932.YAL003W 4932.YDR041W 760
4932.YAL003W 4932.YKR094C 951
4932.YAL003W 4932.YMR276W 290
4932.YAL003W 4932.YNL067W 978
4932.YAL003W 4932.YEL038W 896
4932.YAL003W 4932.YPR187W 160
4932.YAL003W 4932.YDL191W 994
4932.YAL003W 4932.YMR309C 702
4932.YAL003W 4932.YLL018C 645
4932.YAL003W 4932.YFR044C 433
4932.YAL003W 4932.YML073C 998
4932.YAL003W 4932.YIL142W 660
4932.YAL003W 4932.YJR125C 315
4932.YAL003W 4932.YDR212W 241
4932.YAL003W 4932.YOL012C 385
4932.YAL003W 4932.YOR276W 439
4932.YAL003W 4932.YJL191W 988
4932.YAL003W 4932.YEL050C 766
4932.YAL003W 4932.YDL082W 997
4932.YAL003W 4932.YPL220W 921
4932.YAL003W 4932.YHR064C 240
4932.YAL003W 4932.YLR029C 998
4932.YAL003W 4932.YIL133C 993
4932.YAL003W 4932.YJL029C 161
4932.YAL003W 4932.YEL026W 544
4932.YAL003W 4932.YDR399W 189
4932.YAL003W 4932.YER165W 468
4932.YAL003W 4932.YFR032C-A 918
4932.YAL003W 4932.YJL138C 533
4932.YAL003W 4932.YOR224C 184
4932.YAL003W 4932.YLR291C 460
4932.YAL003W 4932.YFR004W 563
4932.YAL003W 4932.YPL048W 999
4932.YAL003W 4932.YNL002C 884
4932.YAL003W 4932.YIL148W 959
4932.YAL003W 4932.YDR167W 261
4932.YAL003W 4932.YOR001W 294
4932.YAL003W 4932.YBR109C 347
4932.YAL003W 4932.YDR226W 267
4932.YAL003W 4932.YLR244C 163
4932.YAL003W 4932.YNR050C 172
4932.YAL003W 4932.YML028W 447
4932.YAL003W 4932.YDR447C 996
4932.YAL003W 4932.YKL180W 985
4932.YAL003W 4932.YDR013W 715
4932.YAL003W 4932.YLR293C 475
4932.YAL003W 4932.YGL189C 994
4932.YAL003W 4932.YPR118W 483
4932.YAL003W 4932.YKL156W 861
4932.YAL003W 4932.YIL035C 157
4932.YAL003W 4932.YIR034C 206
4932.YAL003W 4932.YJL034W 201
4932.YAL003W 4932.YER102W 994
4932.YAL003W 4932.YDR155C 175
4932.YAL003W 4932.YDR440W 213
4932.YAL003W 4932.YBL076C 445
4932.YAL003W 4932.YPL143W 992
4932.YAL003W 4932.YLR186W 265
4932.YAL003W 4932.YPR016C 790
4932.YAL003W 4932.YOR211C 153
4932.YAL003W 4932.YOR046C 442
4932.YAL003W 4932.YLR340W 998
4932.YAL003W 4932.YGL031C 996
4932.YAL003W 4932.YBR213W 152
4932.YAL003W 4932.YKL101W 582
4932.YAL003W 4932.YAL033W 384
4932.YAL003W 4932.YOL072W 308
4932.YAL003W 4932.YNL069C 993
4932.YAL003W 4932.YOL121C 996
4932.YAL003W 4932.YHR200W 292
4932.YAL003W 4932.YKR048C 320
4932.YAL003W 4932.YBL030C 207
4932.YAL003W 4932.YFR033C 309
4932.YAL003W 4932.YBL004W 280
4932.YAL003W 4932.YBR118W 999
4932.YAL003W 4932.YDR054C 155
4932.YAL003W 4932.YEL037C 354
4932.YAL003W 4932.YJR007W 339
4932.YAL003W 4932.YOR063W 947
4932.YAL003W 4932.YPR101W 341
4932.YAL003W 4932.YGR085C 994
4932.YAL003W 4932.YDL061C 970
4932.YAL003W 4932.YOL086C 213
4932.YAL003W 4932.YGR285C 164
4932.YAL003W 4932.YLR249W 930
4932.YAL003W 4932.YPL090C 929
4932.YAL003W 4932.YBR031W 996
4932.YAL003W 4932.YER131W 992
4932.YAL003W 4932.YPR166C 616
4932.YAL003W 4932.YNL306W 509
4932.YAL003W 4932.YOL038W 532
4932.YAL003W 4932.YER019C-A 178
4932.YAL003W 4932.YHL001W 997
4932.YAL003W 4932.YHR010W 975
4932.YAL003W 4932.YJL190C 934
4932.YAL003W 4932.YOL111C 296
4932.YAL003W 4932.YNL177C 748
4932.YAL003W 4932.YHR028C 181
4932.YAL003W 4932.YFR031C-A 997
4932.YAL003W 4932.YOR210W 185
4932.YAL003W 4932.YGR253C 905
4932.YAL003W 4932.YDR064W 997
4932.YAL003W 4932.YNL001W 294
4932.YAL003W 4932.YNL162W 923
4932.YAL003W 4932.YGR135W 396
4932.YAL003W 4932.YLR150W 412
4932.YAL003W 4932.YBL027W 998
4932.YAL003W 4932.YKL152C 393
4932.YAL003W 4932.YPL146C 372
4932.YAL003W 4932.YJL189W 914
4932.YAL003W 4932.YOL039W 998
4932.YAL003W 4932.YNL301C 997
4932.YAL003W 4932.YNL135C 217
4932.YAL003W 4932.YLL060C 803
4932.YAL003W 4932.YOL006C 294
4932.YAL003W 4932.YBL092W 998
4932.YAL003W 4932.YLR367W 922
4932.YAL003W 4932.YNL031C 170
4932.YAL005C 4932.YPL093W 184
4932.YAL005C 4932.YPL127C 286
4932.YAL005C 4932.YJL034W 903
4932.YAL005C 4932.YKR086W 177
4932.YAL005C 4932.YER102W 211
4932.YAL005C 4932.YJL164C 254
4932.YAL005C 4932.YGL093W 438
4932.YAL005C 4932.YKR082W 906
4932.YAL005C 4932.YER177W 622
4932.YAL005C 4932.YHR200W 654
4932.YAL005C 4932.YJR042W 903
4932.YAL005C 4932.YHR197W 315
4932.YAL005C 4932.YBR081C 160
4932.YAL005C 4932.YMR128W 225
4932.YAL005C 4932.YMR001C 223
4932.YAL005C 4932.YLR316C 173
4932.YAL005C 4932.YPR024W 200
4932.YAL005C 4932.YLR418C 213
4932.YAL005C 4932.YLR008C 271
4932.YAL005C 4932.YCR030C 600
4932.YAL005C 4932.YNR007C 251
4932.YAL005C 4932.YPL195W 177
4932.YAL005C 4932.YFL044C 287
4932.YAL005C 4932.YGL240W 179
4932.YAL005C 4932.YLR449W 315
4932.YAL005C 4932.YJL039C 930
4932.YAL005C 4932.YGL172W 427
4932.YAL005C 4932.YLR106C 153
4932.YAL005C 4932.YLR244C 161
4932.YAL005C 4932.YGR090W 367
4932.YAL005C 4932.YOR035C 662
4932.YAL005C 4932.YBR109C 398
4932.YAL005C 4932.YNL002C 373
4932.YAL005C 4932.YLR274W 180
4932.YAL005C 4932.YJR088C 341
4932.YAL005C 4932.YHR042W 249
4932.YAL005C 4932.YOR197W 551
4932.YAL005C 4932.YFR031C-A 209
4932.YAL005C 4932.YPR036W-A 165
4932.YAL005C 4932.YGL115W 157
4932.YAL005C 4932.YIR037W 267
4932.YAL005C 4932.YAL029C 154
4932.YAL005C 4932.YFR051C 206
4932.YAL005C 4932.YNL031C 288
4932.YAL005C 4932.YMR033W 373
4932.YAL005C 4932.YOR184W 156
4932.YAL005C 4932.YJL101C 265
4932.YAL005C 4932.YGR271W 232
4932.YAL005C 4932.YPL135W 388
4932.YAL005C 4932.YKL152C 488
4932.YAL005C 4932.YGR270W 164
4932.YAL005C 4932.YJR099W 200
4932.YAL005C 4932.YLR032W 153
4932.YAL005C 4932.YOR063W 278
4932.YAL005C 4932.YDR054C 367
4932.YAL005C 4932.YGR074W 218
4932.YAL005C 4932.YFR053C 389
4932.YAL005C 4932.YEL037C 232
4932.YAL005C 4932.YDR375C 262
4932.YAL005C 4932.YER164W 152
4932.YAL005C 4932.YDL160C 313
4932.YAL005C 4932.YFR002W 914
4932.YAL005C 4932.YOL038W 205
4932.YAL005C 4932.YOR391C 558
4932.YAL005C 4932.YHR007C 150
4932.YAL005C 4932.YBR137W 219
4932.YAL005C 4932.YOL086C 529
4932.YAL005C 4932.YLR249W 586
4932.YAL005C 4932.YGR285C 990
4932.YAL005C 4932.YBR031W 272
4932.YAL005C 4932.YPL090C 183
4932.YAL005C 4932.YOR007C 969
4932.YAL005C 4932.YJR145C 256
4932.YAL005C 4932.YNL131W 554
4932.YAL005C 4932.YDL120W 239
4932.YAL005C 4932.YNL155W 162
4932.YAL005C 4932.YOR261C 275
4932.YAL005C 4932.YGR250C 150
4932.YAL005C 4932.YDR192C 385
4932.YAL005C 4932.YHR024C 227
4932.YAL005C 4932.YPL144W 288
4932.YAL005C 4932.YDR353W 242
4932.YAL005C 4932.YGL004C 200
4932.YAL005C 4932.YPL063W 161
4932.YAL005C 4932.YPR193C 221
4932.YAL005C 4932.YLR347C 494
4932.YAL005C 4932.YGL207W 215
4932.YAL005C 4932.YNL243W 659
4932.YAL005C 4932.YPR178W 306
4932.YAL005C 4932.YIL021W 179
4932.YAL005C 4932.YPL047W 164
4932.YAL005C 4932.YLR109W 621
4932.YAL005C 4932.YDR012W 197
4932.YAL005C 4932.YMR047C 469
4932.YAL005C 4932.YER087C-B 326
4932.YAL005C 4932.YHR203C 225
4932.YAL005C 4932.YGR133W 315
4932.YAL005C 4932.YKL028W 279
4932.YAL005C 4932.YPL225W 186
4932.YAL005C 4932.YDR177W 397
4932.YAL005C 4932.YCR053W 220
4932.YAL005C 4932.YDL195W 190
4932.YAL005C 4932.YCR060W 316
4932.YAL005C 4932.YDL043C 194
4932.YAL005C 4932.YOR076C 184
4932.YAL005C 4932.YLL022C 154
4932.YAL005C 4932.YDR303C 307
4932.YAL005C 4932.YPR108W 157
4932.YAL005C 4932.YKR059W 352
4932.YAL005C 4932.YGL122C 342
4932.YAL005C 4932.YBR072W 920
4932.YAL005C 4932.YGL035C 154
4932.YAL005C 4932.YPR187W 151
4932.YAL005C 4932.YMR167W 373
4932.YAL005C 4932.YMR223W 171
4932.YAL005C 4932.YER025W 324
4932.YAL005C 4932.YLR128W 296
4932.YAL005C 4932.YNL178W 346
4932.YAL005C 4932.YGL123W 453
4932.YAL005C 4932.YDR041W 328
4932.YAL005C 4932.YBR127C 297
4932.YAL005C 4932.YPR103W 155
4932.YAL005C 4932.YER151C 553
4932.YAL005C 4932.YBR143C 572
4932.YAL005C 4932.YPR160W 229
4932.YAL005C 4932.YNL112W 285
4932.YAL005C 4932.YDL116W 928
4932.YAL005C 4932.YOR326W 154
4932.YAL005C 4932.YOL012C 237
4932.YAL005C 4932.YBR170C 177
4932.YAL005C 4932.YBL002W 221
4932.YAL005C 4932.YFR037C 376
4932.YAL005C 4932.YMR078C 328
4932.YAL005C 4932.YFR044C 175
4932.YAL005C 4932.YLR212C 414
4932.YAL005C 4932.YBL078C 206
4932.YAL005C 4932.YJR017C 150
4932.YAL005C 4932.YEL002C 150
4932.YAL005C 4932.YKL182W 253
4932.YAL005C 4932.YGL092W 912
4932.YAL005C 4932.YBR251W 210
4932.YAL005C 4932.YDR292C 191
4932.YAL005C 4932.YHL002W 157
4932.YAL005C 4932.YJL081C 197
4932.YAL005C 4932.YMR229C 572
4932.YAL005C 4932.YOR168W 155
4932.YAL005C 4932.YIL007C 234
4932.YAL005C 4932.YBR034C 214
4932.YAL005C 4932.YDL175C 191
4932.YAL005C 4932.YDR482C 183
4932.YAL005C 4932.YJL104W 510
4932.YAL005C 4932.YGL008C 468
4932.YAL005C 4932.YCL035C 208
4932.YAL005C 4932.YKL035W 364
4932.YAL005C 4932.YNL025C 438
4932.YAL005C 4932.YGR173W 433
4932.YAL005C 4932.YDR135C 199
4932.YAL005C 4932.YGR214W 309
4932.YAL005C 4932.YJL035C 205
4932.YAL005C 4932.YNR034W-A 309
4932.YAL005C 4932.YKL173W 293
4932.YAL005C 4932.YOL139C 192
4932.YAL005C 4932.YBR237W 198
4932.YAL005C 4932.YLR441C 186
4932.YAL005C 4932.YMR032W 625
4932.YAL005C 4932.YPR110C 185
4932.YAL005C 4932.YGR037C 228
4932.YAL005C 4932.YKL009W 297
4932.YAL005C 4932.YLR197W 153
4932.YAL005C 4932.YHR108W 159
4932.YAL005C 4932.YKL041W 167
4932.YAL005C 4932.YIL068C 183
4932.YAL005C 4932.YOL115W 182
4932.YAL005C 4932.YHR117W 967
4932.YAL005C 4932.YJR043C 156
4932.YAL005C 4932.YBL015W 345
4932.YAL005C 4932.YDR163W 226
4932.YAL005C 4932.YDL097C 225
4932.YAL005C 4932.YPL167C 307
4932.YAL005C 4932.YPL149W 223
4932.YAL005C 4932.YMR116C 447
4932.YAL005C 4932.YLR167W 226
4932.YAL005C 4932.YOR098C 952
4932.YAL005C 4932.YGR209C 595
4932.YAL005C 4932.YDL042C 248
4932.YAL005C 4932.YGR119C 909
4932.YAL005C 4932.YOR321W 180
4932.YAL005C 4932.YIL075C 518
4932.YAL005C 4932.YPL213W 214
4932.YAL005C 4932.YER103W 760
4932.YAL005C 4932.YGL195W 818
4932.YAL005C 4932.YJR052W 196
4932.YAL005C 4932.YDL192W 494
4932.YAL005C 4932.YGL253W 251
4932.YAL005C 4932.YIL030C 682
4932.YAL005C 4932.YPR165W 243
4932.YAL005C 4932.YKL040C 165
4932.YAL005C 4932.YFL014W 570
4932.YAL005C 4932.YER172C 448
4932.YAL005C 4932.YGR180C 517
4932.YAL005C 4932.YHL015W 259
4932.YAL005C 4932.YMR219W 309
4932.YAL005C 4932.YPL231W 213
4932.YAL005C 4932.YPR102C 256
4932.YAL005C 4932.YBL045C 320
4932.YAL005C 4932.YBL041W 151
4932.YAL005C 4932.YKR057W 202
4932.YAL005C 4932.YOL021C 435
4932.YAL005C 4932.YDL088C 900
4932.YAL005C 4932.YMR260C 223
4932.YAL005C 4932.YIL017C 444
4932.YAL005C 4932.YKL057C 910
4932.YAL005C 4932.YOL013C 474
4932.YAL005C 4932.YCR047C 189
4932.YAL005C 4932.YHR165C 157
4932.YAL005C 4932.YLR045C 175
4932.YAL005C 4932.YBL047C 624
4932.YAL005C 4932.YCR086W 185
4932.YAL005C 4932.YGL227W 474
4932.YAL005C 4932.YKR054C 201
4932.YAL005C 4932.YJR121W 436
4932.YAL005C 4932.YNL064C 999
4932.YAL005C 4932.YJR066W 252
4932.YAL005C 4932.YIL115C 374
4932.YAL005C 4932.YDL056W 195
4932.YAL005C 4932.YCL043C 717
4932.YAL005C 4932.YOR254C 614
4932.YAL005C 4932.YPL154C 366
4932.YAL005C 4932.YAL019W 242
4932.YAL005C 4932.YDL185W 311
4932.YAL005C 4932.YPR154W 314
4932.YAL005C 4932.YML007W 400
4932.YAL005C 4932.YAL030W 627
4932.YAL005C 4932.YBR011C 214
4932.YAL005C 4932.YML063W 190
4932.YAL005C 4932.YDR101C 402
4932.YAL005C 4932.YMR049C 164
4932.YAL005C 4932.YPR056W 309
4932.YAL005C 4932.YDR341C 153
4932.YAL005C 4932.YMR293C 225
4932.YAL005C 4932.YPL235W 218
4932.YAL005C 4932.YJR064W 378
4932.YAL005C 4932.YGL011C 225
4932.YAL005C 4932.YOR310C 167
4932.YAL005C 4932.YDR356W 329
4932.YAL005C 4932.YKL067W 308
4932.YAL005C 4932.YGL135W 193
4932.YAL005C 4932.YPL131W 271
4932.YAL005C 4932.YOR116C 189
4932.YAL005C 4932.YML097C 201
4932.YAL005C 4932.YER175C 179
4932.YAL005C 4932.YDR469W 192
4932.YAL005C 4932.YPL028W 216
4932.YAL005C 4932.YGL203C 153
4932.YAL005C 4932.YLR343W 370
4932.YAL005C 4932.YOR164C 393
4932.YAL005C 4932.YDR510W 646
4932.YAL005C 4932.YBR181C 231
4932.YAL005C 4932.YJR048W 306
4932.YAL005C 4932.YLR009W 378
4932.YAL005C 4932.YNL188W 450
4932.YAL005C 4932.YNL126W 182
4932.YAL005C 4932.YJR032W 891
4932.YAL005C 4932.YNL189W 450
4932.YAL005C 4932.YGR162W 221
4932.YAL005C 4932.YBL058W 206
4932.YAL005C 4932.YPR141C 173
4932.YAL005C 4932.YPL169C 152
4932.YAL005C 4932.YBR252W 528
4932.YAL005C 4932.YER126C 184
4932.YAL005C 4932.YPL091W 181
4932.YAL005C 4932.YPR062W 214
4932.YAL005C 4932.YLR357W 329
4932.YAL005C 4932.YFL039C 770
4932.YAL005C 4932.YLL039C 691
4932.YAL005C 4932.YIL070C 169
4932.YAL005C 4932.YMR022W 161
4932.YAL005C 4932.YOR151C 498
4932.YAL005C 4932.YPR035W 340
4932.YAL005C 4932.YML069W 313
4932.YAL005C 4932.YIR010W 309
4932.YAL005C 4932.YBL038W 270
4932.YAL005C 4932.YML085C 430
4932.YAL005C 4932.YGL040C 154
4932.YAL005C 4932.YAR015W 533
4932.YAL005C 4932.YJL111W 539
4932.YAL005C 4932.YIL162W 153
4932.YAL005C 4932.YGL099W 166
4932.YAL005C 4932.YMR314W 189
4932.YAL005C 4932.YDR328C 531
4932.YAL005C 4932.YOR294W 150
4932.YAL005C 4932.YER036C 216
4932.YAL005C 4932.YBR222C 187
4932.YAL005C 4932.YDR224C 201
4932.YAL005C 4932.YHR186C 236
4932.YAL005C 4932.YBL084C 209
4932.YAL005C 4932.YLR424W 189
4932.YAL005C 4932.YIL018W 183
4932.YAL005C 4932.YKR081C 412
4932.YAL005C 4932.YBL039C 240
4932.YAL005C 4932.YLR147C 279
4932.YAL005C 4932.YGL128C 639
4932.YAL005C 4932.YER069W 213
4932.YAL005C 4932.YLR207W 177
4932.YAL005C 4932.YNL137C 159
4932.YAL005C 4932.YDR190C 430
4932.YAL005C 4932.YDR092W 315
4932.YAL005C 4932.YPR181C 242
4932.YAL005C 4932.YBR020W 580
4932.YAL005C 4932.YDR390C 199
4932.YAL005C 4932.YNL246W 153
4932.YAL005C 4932.YDL007W 242
4932.YAL005C 4932.YOR361C 252
4932.YAL005C 4932.YDR188W 628
4932.YAL005C 4932.YBR283C 261
4932.YAL005C 4932.YDR483W 175
4932.YAL005C 4932.YER148W 262
